Id,Label,timeset,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,componentnumber,strongcompnum,clustering
behdormas,behdormas,,0,1,1,0,1,1,1,1,1,0,25,0,3583,0
cissa50999370,cissa50999370,,0,1,1,0,1,1,1,1,1,0,25,0,3584,0
Leninha2022,Leninha2022,,0,1,1,0,1,1,1,1,1,0,25,0,3585,0
RoseLeites,RoseLeites,,0,1,1,0,1,1,1,1,1,0,25,0,3586,0
ZcSandro,ZcSandro,,0,1,1,0,1,1,1,1,1,0,25,0,3587,0
sf79,sf79,,0,1,1,0,1,1,1,1,1,0,25,0,3588,0
LuisPau38697413,LuisPau38697413,,0,1,1,0,1,1,1,1,1,0,25,0,3589,0
LimaJunior_BR63,LimaJunior_BR63,,0,1,1,0,1,1,1,1,1,0,25,0,3590,0
MaizaNatal,MaizaNatal,,0,1,1,0,2,2,1,1,1,0,25,0,3591,0
DrViniciusPet,DrViniciusPet,,0,1,1,0,1,1,1,1,1,0,25,0,3592,0
msp3msp,msp3msp,,0,1,1,0,1,1,1,1,1,0,25,0,3593,0
alvim_malta,alvim_malta,,0,1,1,0,1,1,1,1,1,0,25,0,3594,0
RolimSkyl,RolimSkyl,,0,1,1,0,1,1,1,1,1,0,25,0,3595,0
sgrandini,sgrandini,,0,1,1,0,1,1,1,1,1,0,25,0,3596,0
angelicaguirele,angelicaguirele,,0,3,3,0,3,3,2,0.8,0.875,0,71,0,3597,0.166667
Nivea_SpesEst,Nivea_SpesEst,,0,1,1,0,1,1,1,1,1,0,25,0,3598,0
dougporto03,dougporto03,,0,1,1,0,1,1,1,1,1,0,25,0,3599,0
Alessan21194398,Alessan21194398,,0,1,1,0,1,1,1,1,1,0,25,0,3600,0
DIEGOALANPESSO1,DIEGOALANPESSO1,,0,1,1,0,1,1,1,1,1,0,25,0,3601,0
Andr20399566,Andr20399566,,0,1,1,0,1,1,1,1,1,0,25,0,3602,0
Oingo,Oingo,,0,1,1,0,1,1,1,1,1,0,25,0,3603,0
klgil,klgil,,0,1,1,0,1,1,1,1,1,0,25,0,3604,0
MichelC29169062,MichelC29169062,,0,1,1,0,1,1,1,1,1,0,25,0,3605,0
SebastioRegina1,SebastioRegina1,,0,1,1,0,1,1,1,1,1,0,25,0,3606,0
Adrigr78,Adrigr78,,0,1,1,0,1,1,1,1,1,0,25,0,3607,0
LimaDoc,LimaDoc,,0,3,3,0,3,3,1,1,1,0,45,0,3609,0.166667
PetersonSouza81,PetersonSouza81,,0,1,1,0,1,1,1,1,1,0,236,194,3611,0
virounoticia,virounoticia,,1,0,1,1,0,1,0,0,0,0,236,194,3610,0
RubensC97124695,RubensC97124695,,0,1,1,0,1,1,1,1,1,0,25,0,3612,0
DelfrariVinny,DelfrariVinny,,0,1,1,0,1,1,1,1,1,0,25,0,3613,0
theBorba70,theBorba70,,0,1,1,0,1,1,1,1,1,0,25,0,3614,0
Andredeienno,Andredeienno,,0,1,1,0,1,1,1,1,1,0,25,0,3615,0
_Gisa___,_Gisa___,,0,1,1,0,1,1,1,1,1,0,25,0,3616,0
PoucosNao,PoucosNao,,0,1,1,0,1,1,1,1,1,0,25,0,3617,0
BarbJanny,BarbJanny,,0,1,1,0,1,1,1,1,1,0,25,0,3618,0
SampaioFredson,SampaioFredson,,0,1,1,0,1,1,1,1,1,0,25,0,3619,0
CaptoteroFabio,CaptoteroFabio,,0,1,1,0,1,1,1,1,1,0,25,0,3620,0
About_Di,About_Di,,0,1,1,0,1,1,1,1,1,0,25,0,3621,0
mariasansone161,mariasansone161,,0,1,1,0,1,1,1,1,1,0,25,0,3622,0
MaverickV38,MaverickV38,,0,1,1,0,1,1,1,1,1,0,25,0,3623,0
lucianaleandrol,lucianaleandrol,,0,1,1,0,1,1,1,1,1,0,25,0,3624,0
david3john,david3john,,0,1,1,0,1,1,1,1,1,0,25,0,3625,0
mineto41,mineto41,,0,1,1,0,1,1,1,1,1,0,25,0,3626,0
mcasimoes57,mcasimoes57,,0,1,1,0,1,1,1,1,1,0,25,0,3627,0
helenagsoo,helenagsoo,,0,1,1,0,1,1,1,1,1,0,25,0,3628,0
PrincessGyn,PrincessGyn,,0,1,1,0,1,1,1,1,1,0,25,0,3629,0
Roger88556715,Roger88556715,,0,1,1,0,1,1,1,1,1,0,25,0,3630,0
denislcarvalho,denislcarvalho,,0,2,2,0,2,2,1,1,1,0,25,0,3631,0
lobomai,lobomai,,0,1,1,0,1,1,1,1,1,0,25,0,3632,0
SandraPFNasc,SandraPFNasc,,0,1,1,0,1,1,1,1,1,0,25,0,3633,0
rtbernardino1,rtbernardino1,,0,1,1,0,1,1,1,1,1,0,25,0,3634,0
susin_l,susin_l,,0,1,1,0,1,1,1,1,1,0,25,0,3635,0
hebert_ferro,hebert_ferro,,0,1,1,0,1,1,1,1,1,0,25,0,3636,0
solangegoesmot1,solangegoesmot1,,0,1,1,0,1,1,1,1,1,0,25,0,3637,0
Joabemborges,Joabemborges,,0,1,1,0,1,1,1,1,1,0,25,0,3638,0
nathbarbosa86,nathbarbosa86,,0,1,1,0,1,1,1,1,1,0,25,0,3639,0
ElianeZerati,ElianeZerati,,0,1,1,0,1,1,1,1,1,0,25,0,3640,0
PatyLobato5,PatyLobato5,,0,1,1,0,1,1,1,1,1,0,25,0,3641,0
FatahaBhukha,FatahaBhukha,,0,1,1,0,1,1,1,1,1,0,25,0,3642,0
jacksonnfilho,jacksonnfilho,,0,1,1,0,1,1,1,1,1,0,25,0,3643,0
B4lVOa18c8WF7ks,B4lVOa18c8WF7ks,,0,1,1,0,1,1,1,1,1,0,25,0,3644,0
g_garc2,g_garc2,,0,1,1,0,1,1,1,1,1,0,25,0,3645,0
Ordemprogresso7,Ordemprogresso7,,0,1,1,0,1,1,1,1,1,0,25,0,3646,0
Setnof3,Setnof3,,0,1,1,0,1,1,1,1,1,0,25,0,3647,0
ress22_teresina,ress22_teresina,,0,1,1,0,1,1,1,1,1,0,25,0,3648,0
SilvaMarcosrj,SilvaMarcosrj,,0,1,1,0,1,1,1,1,1,0,25,0,3649,0
onconaras,onconaras,,0,1,1,0,1,1,1,1,1,0,25,0,3650,0
HAROLDOEVANGELI,HAROLDOEVANGELI,,0,1,1,0,1,1,1,1,1,0,25,0,3651,0
TomLima777,TomLima777,,0,1,1,0,1,1,1,1,1,0,25,0,3652,0
HughHonorato,HughHonorato,,0,1,1,0,1,1,1,1,1,0,25,0,3653,0
MrcioMagalhaes,MrcioMagalhaes,,0,1,1,0,1,1,1,1,1,0,25,0,3654,0
Douglas_1511,Douglas_1511,,0,1,1,0,1,1,1,1,1,0,25,0,3655,0
CassioAPJ,CassioAPJ,,0,1,1,0,1,1,1,1,1,0,25,0,3656,0
SergioMitsuoSJC,SergioMitsuoSJC,,0,1,1,0,1,1,1,1,1,0,25,0,3657,0
CatiaElousia,CatiaElousia,,0,1,1,0,1,1,1,1,1,0,25,0,3658,0
deivid_lembeck,deivid_lembeck,,0,1,1,0,1,1,1,1,1,0,25,0,3659,0
LidiWRE,LidiWRE,,0,1,1,0,1,1,1,1,1,0,25,0,3660,0
MarciaP_RJ,MarciaP_RJ,,0,1,1,0,1,1,1,1,1,0,25,0,3661,0
B22Syrena,B22Syrena,,0,1,1,0,1,1,1,1,1,0,25,0,3662,0
mitags,mitags,,0,1,1,0,1,1,1,1,1,0,25,0,3663,0
Mich_Arcangeli,Mich_Arcangeli,,0,1,1,0,1,1,1,1,1,0,25,0,3664,0
Chris_80F,Chris_80F,,0,1,1,0,1,1,1,1,1,0,25,0,3665,0
cleber_rodf,cleber_rodf,,0,1,1,0,1,1,1,1,1,0,25,0,3666,0
FCG57782889,FCG57782889,,0,1,1,0,1,1,1,1,1,0,25,0,3667,0
DolivaGerson,DolivaGerson,,0,1,1,0,1,1,1,1,1,0,25,0,3668,0
macmachado57,macmachado57,,0,1,1,0,1,1,1,1,1,0,25,0,3669,0
sheilagertrudes,sheilagertrudes,,0,1,1,0,1,1,1,1,1,0,25,0,3670,0
coito_cristina,coito_cristina,,0,1,1,0,1,1,1,1,1,0,25,0,3671,0
MijaroNakombi,MijaroNakombi,,0,1,1,0,1,1,1,1,1,0,25,0,3672,0
AP3009,AP3009,,0,1,1,0,1,1,1,1,1,0,25,0,3673,0
paulomaiorano,paulomaiorano,,0,1,1,0,1,1,1,1,1,0,25,0,3674,0
Josbrsousa,Josbrsousa,,0,1,1,0,1,1,1,1,1,0,25,0,3675,0
EspinosaCrsiete,EspinosaCrsiete,,0,1,1,0,1,1,1,1,1,0,237,195,3677,0
valenciacf,valenciacf,,1,0,1,1,0,1,0,0,0,0,237,195,3676,0
Jpigozzi,Jpigozzi,,0,1,1,0,1,1,1,1,1,0,25,0,3678,0
CristianDequi,CristianDequi,,0,1,1,0,1,1,1,1,1,0,25,0,3679,0
Liviofelix,Liviofelix,,0,1,1,0,1,1,1,1,1,0,25,0,3680,0
Marinet83294755,Marinet83294755,,0,1,1,0,1,1,1,1,1,0,25,0,3681,0
AAmaracaja,AAmaracaja,,0,1,1,0,1,1,1,1,1,0,25,0,3682,0
tato_rj,tato_rj,,0,1,1,0,1,1,1,1,1,0,25,0,3683,0
nagbarros,nagbarros,,0,1,1,0,1,1,1,1,1,0,25,0,3684,0
zonariflavia,zonariflavia,,0,2,2,0,2,2,1,1,1,0,25,0,3685,0
franssinete,franssinete,,0,1,1,0,1,1,1,1,1,0,238,196,3687,0
Alepa_com,Alepa_com,,1,0,1,1,0,1,0,0,0,0,238,196,3686,0
GILSantana1080,GILSantana1080,,0,1,1,0,1,1,1,1,1,0,125,0,3688,0
vicatugy,vicatugy,,0,1,1,0,1,1,1,1,1,0,55,0,3689,0
franceaubresil,franceaubresil,,7,0,7,7,0,7,0,0,0,0,76,0,1568,0
BrigitteSCollet,BrigitteSCollet,,0,1,1,0,1,1,1,1,1,0,76,0,3690,0
Mah31Santiago,Mah31Santiago,,0,1,1,0,1,1,1,1,1,0,213,0,3691,0
fabioirodrigues,fabioirodrigues,,95,0,95,95,0,95,0,0,0,0,213,0,76,0
carloslimaalves,carloslimaalves,,0,1,1,0,1,1,1,1,1,0,239,197,3693,0
INFARMED_IP,INFARMED_IP,,1,0,1,1,0,1,0,0,0,0,239,197,3692,0
teixeira_cica,teixeira_cica,,0,1,1,0,1,1,1,1,1,0,19,0,3694,0
marfcg,marfcg,,87,0,87,88,0,88,0,0,0,0,19,0,64,0.001203
micolin,micolin,,0,1,1,0,1,1,1,1,1,0,213,0,3695,0
ana_celiacosta,ana_celiacosta,,0,1,1,0,1,1,1,1,1,0,76,0,3696,0
SiSantos_,SiSantos_,,0,1,1,0,1,1,1,1,1,0,213,0,3697,0
glossepgurl,glossepgurl,,0,1,1,0,2,2,2,0.571429,0.625,0,5,0,3698,0
DANTEPHDD,DANTEPHDD,,0,2,2,0,2,2,1,1,1,0,88,0,3699,0
alexcarmo72,alexcarmo72,,0,1,1,0,1,1,1,1,1,0,76,0,3700,0
littlwchaery,littlwchaery,,0,1,1,0,1,1,2,0.571429,0.625,0,5,0,3701,0
M4ri1914,M4ri1914,,0,1,1,0,1,1,1,1,1,0,213,0,3702,0
vhsampaio,vhsampaio,,0,1,1,0,1,1,2,0.545455,0.583333,0,10,0,3703,0
MariRMF,MariRMF,,0,1,1,0,1,1,2,0.545455,0.583333,0,10,0,3704,0
Marcionin,Marcionin,,0,1,1,0,2,2,2,0.545455,0.583333,0,10,0,3705,0
antoniobacellar,antoniobacellar,,0,1,1,0,1,1,2,0.545455,0.583333,0,10,0,3706,0
Bertrand_allen2,Bertrand_allen2,,0,1,1,0,1,1,1,1,1,0,19,0,3707,0
JTAH_1990,JTAH_1990,,1,1,2,1,1,2,0,0,0,0,240,198,3708,0
MarcelaDamasc11,MarcelaDamasc11,,0,1,1,0,1,1,1,1,1,0,213,0,3709,0
claudioandre_,claudioandre_,,0,1,1,0,1,1,1,1,1,0,241,199,3711,0
revistapiaui,revistapiaui,,1,0,1,1,0,1,0,0,0,0,241,199,3710,0
douglas_cosfag,douglas_cosfag,,1,0,1,1,0,1,0,0,0,0,0,0,112,0
eudesimoes,eudesimoes,,0,1,1,0,1,1,1,1,1,0,19,0,3712,0
omartgbl34,omartgbl34,,0,1,1,0,1,1,1,1,1,0,19,0,3713,0
melmarkoski,melmarkoski,,0,1,1,0,1,1,1,1,1,0,19,0,3714,0
mvankerkhove,mvankerkhove,,4,0,4,4,0,4,0,0,0,0,31,0,120,0.25
cidadgm1,cidadgm1,,0,1,1,0,1,1,1,1,1,0,25,0,3715,0
lincolnwa,lincolnwa,,0,1,1,0,1,1,1,1,1,0,19,0,3716,0
isa_honeyice,isa_honeyice,,0,1,1,0,1,1,1,1,1,0,242,200,3718,0
Laricita3,Laricita3,,1,0,1,1,0,1,0,0,0,0,242,200,3717,0
DoRetuit,DoRetuit,,0,1,1,0,1,1,1,1,1,0,243,201,3720,0
LeichsenringC,LeichsenringC,,1,0,1,1,0,1,0,0,0,0,243,201,3719,0
AnaLuci43578997,AnaLuci43578997,,0,1,1,0,1,1,1,1,1,0,19,0,3721,0
rafaelmeneses93,rafaelmeneses93,,0,1,1,0,1,1,1,1,1,0,19,0,3722,0
mrm672xx,mrm672xx,,0,2,2,0,2,2,1,1,1,0,76,0,3723,1
MagnaniClarissa,MagnaniClarissa,,0,1,1,0,1,1,1,1,1,0,213,0,3724,0
lucio_fogazzi,lucio_fogazzi,,0,1,1,0,1,1,1,1,1,0,0,0,3725,0
davillanunesl,davillanunesl,,0,1,1,0,1,1,2,0.545455,0.583333,0,10,0,3726,0
aline_xD,aline_xD,,0,1,1,0,1,1,1,1,1,0,213,0,3727,0
jlfleite,jlfleite,,0,1,1,0,1,1,1,1,1,0,19,0,3728,0
AnaCunh62077053,AnaCunh62077053,,0,1,1,0,1,1,1,1,1,0,213,0,3729,0
donnabaratex,donnabaratex,,0,1,1,0,1,1,1,1,1,0,213,0,3730,0
bobclaye,bobclaye,,0,1,1,0,1,1,1,1,1,0,19,0,3731,0
zurenemanique,zurenemanique,,0,2,2,0,2,2,1,1,1,0,19,0,3733,0
wilsorodrigues,wilsorodrigues,,0,1,1,0,1,1,1,1,1,0,19,0,3734,0
monicabergamo,monicabergamo,,0,1,1,0,1,1,1,1,1,0,19,0,3735,0
josianemaieski,josianemaieski,,0,1,1,0,1,1,1,1,1,0,213,0,3736,0
aperteoalt,aperteoalt,,0,1,1,0,1,1,2,0.545455,0.583333,0,10,0,3737,0
djalepeixoto,djalepeixoto,,0,1,1,0,1,1,1,1,1,0,213,0,3738,0
padilhajr88,padilhajr88,,0,1,1,0,1,1,1,1,1,0,225,184,3739,0
Claudiaped2,Claudiaped2,,0,2,2,0,2,2,1,1,1,0,76,0,3740,1
Paulinho2pac,Paulinho2pac,,0,1,1,0,1,1,1,1,1,0,213,0,3741,0
gomes_coe,gomes_coe,,0,1,1,0,1,1,1,1,1,0,213,0,3742,0
jroberto6452,jroberto6452,,0,3,3,0,4,4,1,1,1,0,38,0,3745,0
Caixa,Caixa,,1,0,1,2,0,2,0,0,0,0,38,0,3744,0
VivianSa13,VivianSa13,,1,0,1,1,0,1,0,0,0,0,38,0,3743,0
robertogomes13,robertogomes13,,0,1,1,0,1,1,1,1,1,0,19,0,3746,0
LuizianneLinsPT,LuizianneLinsPT,,3,0,3,3,0,3,0,0,0,0,19,0,3732,0
julievr2009,julievr2009,,0,1,1,0,1,1,1,1,1,0,213,0,3747,0
BentoPeixoto2,BentoPeixoto2,,0,2,2,0,2,2,1,1,1,0,45,0,3749,0
lula,lula,,1,0,1,1,0,1,0,0,0,0,45,0,3748,0
barrgui19,barrgui19,,0,2,2,0,2,2,1,1,1,0,19,0,3750,0
JoseHugoHonora2,JoseHugoHonora2,,0,1,1,0,1,1,1,1,1,0,4,0,3751,0
Finep,Finep,,3,0,3,3,0,3,0,0,0,0,4,0,323,0.166667
SosoGarbin,SosoGarbin,,0,1,1,0,1,1,1,1,1,0,213,0,3752,0
Anselmo_C_Paiva,Anselmo_C_Paiva,,0,1,1,0,1,1,1,1,1,0,244,202,3754,0
Agencia_Tambor,Agencia_Tambor,,2,0,2,2,0,2,0,0,0,0,244,202,3753,0
anasizenando,anasizenando,,1,0,1,1,0,1,0,0,0,0,80,0,1225,0
Dils_santos,Dils_santos,,1,0,1,1,0,1,0,0,0,0,0,0,111,0
JamesFricke19,JamesFricke19,,0,1,1,0,1,1,1,1,1,0,213,0,3755,0
deaneterra_,deaneterra_,,0,1,1,0,1,1,2,0.545455,0.583333,0,10,0,3756,0
akelamulher,akelamulher,,0,1,1,0,1,1,1,1,1,0,213,0,3757,0
Dotorabr,Dotorabr,,0,1,1,0,1,1,1,1,1,0,213,0,3758,0
chega_cansada,chega_cansada,,0,1,1,0,1,1,1,1,1,0,213,0,3759,0
laricotanovaes,laricotanovaes,,0,1,1,0,1,1,1,1,1,0,213,0,3760,0
edblogue,edblogue,,0,1,1,0,1,1,1,1,1,0,244,202,3761,0
davysales,davysales,,0,2,2,0,3,3,1,1,1,0,88,0,3762,0
perprecta,perprecta,,0,1,1,0,1,1,1,1,1,0,213,0,3763,0
jfbezerra2,jfbezerra2,,0,3,3,0,3,3,1,1,1,0,19,0,3764,0.333333
azavascki,azavascki,,0,1,1,0,1,1,1,1,1,0,19,0,3765,0
MarKubik,MarKubik,,0,1,1,0,1,1,1,1,1,0,213,0,3766,0
Pretinha_crazy,Pretinha_crazy,,0,1,1,0,1,1,1,1,1,0,213,0,3767,0
URSULABATISTA,URSULABATISTA,,0,1,1,0,1,1,1,1,1,0,88,0,3768,0
LucasCGarcez1,LucasCGarcez1,,0,1,1,0,1,1,1,1,1,0,213,0,3769,0
daniimedusaa,daniimedusaa,,0,1,1,0,1,1,1,1,1,0,213,0,3770,0
carlosalmo,carlosalmo,,0,1,1,0,1,1,1,1,1,0,213,0,3771,0
pinpinmeuamor,pinpinmeuamor,,0,1,1,0,1,1,1,1,1,0,213,0,3772,0
arturleon_,arturleon_,,0,1,1,0,1,1,1,1,1,0,213,0,3773,0
analicet25,analicet25,,0,1,1,0,1,1,1,1,1,0,213,0,3774,0
LARAo_0,LARAo_0,,0,2,2,0,3,3,2,0.583333,0.642857,0,10,0,3775,0
BrasEliana,BrasEliana,,0,1,1,0,1,1,1,1,1,0,213,0,3776,0
alecosta36,alecosta36,,0,1,1,0,1,1,1,1,1,0,213,0,3777,0
AndersonBrito_,AndersonBrito_,,0,1,1,0,1,1,1,1,1,0,19,0,3778,0
letitbeana,letitbeana,,0,1,1,0,1,1,1,1,1,0,213,0,3779,0
tparanhos,tparanhos,,0,1,1,0,1,1,1,1,1,0,213,0,3780,0
YE0N1TY,YE0N1TY,,0,1,1,0,1,1,1,1,1,0,245,203,3782,0
jiminsbybaby,jiminsbybaby,,1,0,1,1,0,1,0,0,0,0,245,203,3781,0
anafs_rep_fr,anafs_rep_fr,,0,1,1,0,1,1,2,0.6,0.666667,0,31,0,3783,0
josegallucci,josegallucci,,0,3,3,0,3,3,1,1,1,0,19,0,3784,0
guipmello,guipmello,,0,1,1,0,1,1,1,1,1,0,5,0,3785,0
Barrazine,Barrazine,,0,1,1,0,1,1,1,1,1,0,5,0,3786,0
MauricioPontes,MauricioPontes,,0,1,1,0,1,1,1,1,1,0,19,0,3787,0
f5online_,f5online_,,3,0,3,3,0,3,0,0,0,0,147,0,177,0.333333
correfrotinha,correfrotinha,,0,1,1,0,1,1,1,1,1,0,19,0,3788,0
andreamb,andreamb,,0,1,1,0,1,1,1,1,1,0,19,0,3789,0
MCrisLemos,MCrisLemos,,0,1,1,0,1,1,1,1,1,0,19,0,3790,0
b_ishigami,b_ishigami,,0,1,1,0,1,1,1,1,1,0,19,0,3791,0
Fraan_Moreiraa_,Fraan_Moreiraa_,,0,1,1,0,1,1,1,1,1,0,19,0,3792,0
Everton_Luis,Everton_Luis,,0,1,1,0,1,1,1,1,1,0,19,0,3793,0
marisonl,marisonl,,0,1,1,0,1,1,1,1,1,0,19,0,3794,0
alanie,alanie,,0,1,1,0,1,1,1,1,1,0,19,0,3795,0
perminio1,perminio1,,0,1,1,0,1,1,1,1,1,0,19,0,3796,0
PauloAmoretty,PauloAmoretty,,0,2,2,0,2,2,1,1,1,0,76,0,3797,1
mellziland,mellziland,,0,1,1,0,1,1,1,1,1,0,19,0,3798,0
Comprova,Comprova,,1,1,2,1,1,2,1,1,1,0,0,0,227,0
LFernando75,LFernando75,,0,2,2,0,2,2,1,1,1,0,4,0,3799,0
pmbrusque,pmbrusque,,1,0,1,1,0,1,0,0,0,0,0,0,110,0
jujusilveirass,jujusilveirass,,0,1,1,0,1,1,1,1,1,0,88,0,3800,0
jaspionik,jaspionik,,0,1,1,0,1,1,2,0.666667,0.75,0,4,0,3801,0
LabcidadeFAUUSP,LabcidadeFAUUSP,,8,0,8,8,0,8,0,0,0,0,43,0,330,0
paulafsantoro,paulafsantoro,,0,1,1,0,1,1,1,1,1,0,43,0,3802,0
Timao_p_Sempre,Timao_p_Sempre,,0,1,1,0,1,1,2,0.571429,0.625,0,5,0,3803,0
anamonicabb,anamonicabb,,0,1,1,0,1,1,1,1,1,0,88,0,3804,0
cassialorenatei,cassialorenatei,,1,0,1,1,0,1,0,0,0,0,10,0,329,0
paulacarvalho,paulacarvalho,,1,0,1,2,0,2,0,0,0,0,45,0,195,0
bcs19764,bcs19764,,0,2,2,0,2,2,2,0.6,0.666667,0,10,0,3805,0.5
C_Anonymous396,C_Anonymous396,,0,1,1,0,1,1,1,1,1,0,246,204,3807,0
CeceCecespuffs,CeceCecespuffs,,1,0,1,1,0,1,0,0,0,0,246,204,3806,0
DulceHelenaMen2,DulceHelenaMen2,,0,2,2,0,2,2,1,1,1,0,76,0,3808,1
samusaraiva,samusaraiva,,0,1,1,0,1,1,1,1,1,0,25,0,3809,0
CyRafaelamarani,CyRafaelamarani,,1,1,2,1,1,2,0,0,0,0,247,205,3810,0
m_f_vieira,m_f_vieira,,0,1,1,0,1,1,2,0.545455,0.583333,0,10,0,3811,0
kassioaranha,kassioaranha,,0,2,2,0,2,2,1,1,1,0,19,0,3812,0
cahbuzelim,cahbuzelim,,0,2,2,0,2,2,1,1,1,0,19,0,3813,0
MarildeTeixeira,MarildeTeixeira,,0,1,1,0,1,1,1,1,1,0,88,0,3814,0
cacadoresdobem,cacadoresdobem,,0,1,1,0,1,1,1,1,1,0,27,0,3815,0
CE_PTrep,CE_PTrep,,3,0,3,3,0,3,0,0,0,0,10,0,328,0
mugeiro_daniel,mugeiro_daniel,,0,1,1,0,1,1,1,1,1,0,10,0,3816,0
JaGusmao,JaGusmao,,0,6,6,0,6,6,2,0.714286,0.8,0,0,0,3818,0.033333
viva_economia,viva_economia,,0,1,1,0,1,1,1,1,1,0,10,0,3819,0
A_Chieppe,A_Chieppe,,3,0,3,3,0,3,0,0,0,0,0,0,108,0.333333
apnegrao,apnegrao,,0,1,1,0,1,1,2,0.545455,0.583333,0,10,0,3820,0
mdmarcosgeraldo,mdmarcosgeraldo,,0,1,1,0,1,1,1,1,1,0,25,0,3821,0
tourmorrow_uneb,tourmorrow_uneb,,1,0,1,1,0,1,0,0,0,0,0,0,3817,0
Relevante_,Relevante_,,0,1,1,0,1,1,1,1,1,0,25,0,3822,0
ScarletA546,ScarletA546,,2,0,2,3,0,3,0,0,0,0,20,0,385,1
itallothyago,itallothyago,,0,1,1,0,1,1,1,1,1,0,248,206,3824,0
AlexTrezAs,AlexTrezAs,,1,0,1,1,0,1,0,0,0,0,248,206,3823,0
Carlosgrupon8,Carlosgrupon8,,0,1,1,0,1,1,1,1,1,0,19,0,3825,0
silvestremarcio,silvestremarcio,,0,1,1,0,1,1,2,0.545455,0.583333,0,10,0,3826,0
SesiSaoPaulo,SesiSaoPaulo,,0,1,1,0,1,1,1,1,1,0,249,207,3828,0
CCulturalFiesp,CCulturalFiesp,,1,0,1,1,0,1,0,0,0,0,249,207,3827,0
rodrigues_borja,rodrigues_borja,,0,2,2,0,2,2,2,0.6,0.666667,0,10,0,3829,0.5
Sueli28677296,Sueli28677296,,0,1,1,0,1,1,2,0.545455,0.583333,0,10,0,3830,0
AdilsonFerrari6,AdilsonFerrari6,,0,2,2,0,2,2,3,0.521739,0.569444,0,4,0,3831,1
PhoenixLioness7,PhoenixLioness7,,0,2,2,0,2,2,3,0.521739,0.569444,0,4,0,3832,1
Rosacristina952,Rosacristina952,,0,1,1,0,1,1,2,0.666667,0.75,0,4,0,3833,0
Tmrlopes0234,Tmrlopes0234,,0,2,2,0,2,2,2,0.6,0.666667,0,10,0,3834,0.5
Mmacedo_tweets,Mmacedo_tweets,,1,0,1,3,0,3,0,0,0,0,20,0,384,0
deABREU,deABREU,,0,2,2,0,2,2,1,1,1,0,19,0,3835,0
DataLagom,DataLagom,,0,2,2,0,2,2,1,1,1,0,19,0,3836,0
Alvesvp4,Alvesvp4,,0,1,1,0,1,1,1,1,1,0,38,0,3837,0
pensarinfog,pensarinfog,,0,1,1,0,1,1,1,1,1,0,250,208,3839,0
LabVis_UFRJ,LabVis_UFRJ,,2,0,2,2,0,2,0,0,0,0,250,208,3838,0
lenhagui,lenhagui,,0,1,1,0,1,1,1,1,1,0,251,209,3841,0
erikrs11,erikrs11,,1,0,1,1,0,1,0,0,0,0,251,209,3840,0
KarlaVa32508121,KarlaVa32508121,,0,1,1,0,1,1,1,1,1,0,88,0,3842,0
zezepr,zezepr,,0,2,2,0,2,2,2,0.6,0.666667,0,10,0,3843,0.5
JairS,JairS,,0,1,1,0,1,1,1,1,1,0,88,0,3844,0
CarlaoBot,CarlaoBot,,0,2,2,0,2,2,2,0.75,0.833333,0,45,0,3846,0
malupedroso,malupedroso,,0,2,2,0,2,2,2,0.6,0.666667,0,10,0,3847,0.5
eraser,eraser,,1,0,1,1,0,1,0,0,0,0,45,0,3845,0
AlexMonteiro93,AlexMonteiro93,,0,1,1,0,1,1,1,1,1,0,43,0,3848,0
Claudia29142294,Claudia29142294,,0,2,2,0,2,2,2,0.6,0.666667,0,10,0,3849,0.5
alinadpc1,alinadpc1,,0,3,3,0,3,3,2,0.636364,0.714286,0,10,0,3850,0.166667
BarbosaOrlandy,BarbosaOrlandy,,0,1,1,0,1,1,2,0.666667,0.75,0,4,0,3851,0
jamersontiossi,jamersontiossi,,0,1,1,0,1,1,1,1,1,0,5,0,3852,0
lillian_romao,lillian_romao,,0,1,1,0,1,1,2,0.545455,0.583333,0,10,0,3853,0
OurBloggingLife,OurBloggingLife,,0,1,1,0,1,1,1,1,1,0,0,0,3854,0
OM_SRC,OM_SRC,,1,0,1,1,0,1,0,0,0,0,31,0,271,0
DoloresGuedes1,DoloresGuedes1,,0,1,1,0,1,1,2,0.666667,0.75,0,4,0,3855,0
kaschube3,kaschube3,,0,1,1,0,1,1,1,1,1,0,0,0,3856,0
4globalbenefit,4globalbenefit,,0,2,2,0,2,2,2,0.75,0.833333,0,31,0,3857,0.5
CDinOT,CDinOT,,5,0,5,5,0,5,0,0,0,0,166,126,2293,0.2
luiggi_dantas,luiggi_dantas,,0,2,2,0,2,2,1,1,1,0,19,0,3858,0
Avilasch1,Avilasch1,,0,1,1,0,1,1,2,0.545455,0.583333,0,10,0,3859,0
GabiNeumann95,GabiNeumann95,,0,2,2,0,2,2,1,1,1,0,76,0,3860,1
jsscs81,jsscs81,,0,1,1,0,1,1,1,1,1,0,88,0,3861,0
SaraAlm46462303,SaraAlm46462303,,0,1,1,0,1,1,1,1,1,0,8,0,3862,0
interenfusp,interenfusp,,0,1,1,0,2,2,2,0.571429,0.625,0,5,0,3863,0
hornurias,hornurias,,0,2,2,0,2,2,1,1,1,0,76,0,3864,1
