Id,Label,timeset,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,componentnumber,strongcompnum,clustering
LuizMS2017,LuizMS2017,,0,2,2,0,2,2,1,1,1,0,125,0,1320,0.5
williambenthon,williambenthon,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,1321,0
hbghelio,hbghelio,,0,1,1,0,1,1,1,1,1,0,38,0,1322,0
Herval68461744,Herval68461744,,0,2,2,0,2,2,2,0.75,0.833333,0,71,0,1323,0.5
lhamanalama,lhamanalama,,0,1,1,0,2,2,1,1,1,0,38,0,1324,0
faydeazevedo,faydeazevedo,,1,2,3,1,2,3,1,1,1,0,4,0,248,0.333333
danielliguerson,danielliguerson,,0,2,2,0,2,2,1,1,1,0,125,0,1325,0.5
Jorgebalin67,Jorgebalin67,,0,1,1,0,1,1,1,1,1,0,0,0,1326,0
ReginaPortella3,ReginaPortella3,,0,2,2,0,2,2,1,1,1,0,125,0,1327,0.5
heliolombardia1,heliolombardia1,,0,2,2,0,2,2,1,1,1,0,125,0,1328,0.5
coelho_clemente,coelho_clemente,,2,1,3,2,1,3,1,1,1,0,87,55,1330,0.333333
prefrecife,prefrecife,,3,0,3,3,0,3,0,0,0,0,87,55,1329,0.333333
AlagoasReal,AlagoasReal,,2,0,2,4,0,4,0,0,0,0,0,0,247,0
flaviomilm,flaviomilm,,0,1,1,0,1,1,1,1,1,0,10,0,1331,0
econobrasil,econobrasil,,0,1,1,0,1,1,1,1,1,0,88,0,1332,0
CUT_Brasil,CUT_Brasil,,29,0,29,31,0,31,0,0,0,0,88,0,377,0
EdilsonA00013,EdilsonA00013,,0,1,1,0,1,1,1,1,1,0,88,0,1333,0
JoseAloiseBahia,JoseAloiseBahia,,0,2,2,0,3,3,1,1,1,0,88,0,1334,0
marcelo34776760,marcelo34776760,,0,3,3,0,4,4,2,0.636364,0.714286,0,10,0,1335,0.166667
JullyMoreira9,JullyMoreira9,,0,1,1,0,1,1,1,1,1,0,89,56,1337,0
oficialmussi,oficialmussi,,1,0,1,1,0,1,0,0,0,0,89,56,1336,0
Cludio88642048,Cludio88642048,,0,2,2,0,2,2,1,1,1,0,125,0,1338,0.5
br_domingos,br_domingos,,0,1,1,0,1,1,2,0.545455,0.583333,0,10,0,1339,0
isabellaym_79,isabellaym_79,,1,0,1,1,0,1,0,0,0,0,0,0,246,0
NabucoRamos,NabucoRamos,,0,2,2,0,2,2,1,1,1,0,125,0,1340,0.5
JornalFla10,JornalFla10,,2,3,5,3,5,8,1,1,1,0,90,57,1343,0.333333
juliamalak,juliamalak,,1,0,1,1,0,1,0,0,0,0,90,57,1342,0
LaercioAmaralJ1,LaercioAmaralJ1,,0,2,2,0,2,2,1,1,1,0,125,0,1344,0.5
alberidias,alberidias,,0,2,2,0,2,2,2,0.625,0.7,0,5,0,1345,0
MizaoC,MizaoC,,0,2,2,0,2,2,2,0.75,0.833333,0,71,0,1346,0.5
soujhom,soujhom,,0,2,2,0,2,2,1,1,1,0,125,0,1347,0.5
resendeandrade1,resendeandrade1,,0,1,1,0,2,2,2,0.545455,0.583333,0,10,0,1348,0
elyjoao2,elyjoao2,,0,2,2,0,2,2,1,1,1,0,125,0,1349,0.5
elomarModerno,elomarModerno,,0,2,2,0,2,2,1,1,1,0,125,0,1350,0.5
YinYangRN,YinYangRN,,0,2,2,0,2,2,1,1,1,0,125,0,1351,0.5
mariasinha28,mariasinha28,,0,1,1,0,4,4,2,0.545455,0.583333,0,10,0,1352,0
D1Jimenez,D1Jimenez,,0,1,1,0,2,2,1,1,1,0,29,0,1353,0
PodcastRioBravo,PodcastRioBravo,,0,3,3,0,3,3,1,1,1,0,62,0,1355,0
JornalOGlobo,JornalOGlobo,,2,0,2,2,0,2,0,0,0,0,62,0,1354,0
Russimeire1,Russimeire1,,0,2,2,0,5,5,2,0.6,0.666667,0,10,0,1356,0.5
suyrecife,suyrecife,,0,2,2,0,2,2,1,1,1,0,125,0,1357,0.5
MNessuna,MNessuna,,0,5,5,0,6,6,4,0.474138,0.515152,0,27,0,1358,0.25
patycastelan,patycastelan,,0,3,3,0,3,3,4,0.452991,0.487421,0,27,0,1359,0.5
Capyvara,Capyvara,,9,1,10,9,1,10,1,1,1,0,27,0,94,0.1
crisvector,crisvector,,10,6,16,10,6,16,3,0.495238,0.535256,0.000005,27,0,99,0.12381
AparecidoDomi15,AparecidoDomi15,,0,2,2,0,2,2,1,1,1,0,125,0,1360,0.5
leivamoura,leivamoura,,0,3,3,0,3,3,2,0.615385,0.6875,0,76,0,1361,0.333333
NDaSilva6,NDaSilva6,,0,1,1,0,1,1,2,0.545455,0.583333,0,10,0,1362,0
BetoKavalcante,BetoKavalcante,,1,0,1,1,0,1,0,0,0,0,0,0,245,0
ana_llouise,ana_llouise,,0,7,7,0,12,12,2,0.733333,0.818182,0,10,0,1363,0.095238
MMSilveira3,MMSilveira3,,0,2,2,0,2,2,1,1,1,0,125,0,1364,0.5
madpaz,madpaz,,0,2,2,0,2,2,1,1,1,0,125,0,1365,0.5
GabrielDiniz75,GabrielDiniz75,,0,1,1,0,1,1,1,1,1,0,91,58,1367,0
carrefourbrasil,carrefourbrasil,,1,0,1,1,0,1,0,0,0,0,91,58,1366,0
MarinesMoura,MarinesMoura,,0,1,1,0,2,2,2,0.545455,0.583333,0,10,0,1368,0
doutorleonardo,doutorleonardo,,0,1,1,0,1,1,1,1,1,0,213,0,1369,0
CarlinhosAV,CarlinhosAV,,0,2,2,0,2,2,2,0.6,0.666667,0,10,0,1370,0.5
GOPIRA,GOPIRA,,0,2,2,0,2,2,1,1,1,0,125,0,1371,0.5
mariujo,mariujo,,0,1,1,0,1,1,2,0.6,0.666667,0,31,0,1372,0
joseald24442373,joseald24442373,,0,2,2,0,2,2,1,1,1,0,125,0,1373,0.5
Fernandapere,Fernandapere,,0,2,2,0,4,4,2,0.6,0.666667,0,10,0,1374,0.5
eduardobaiareis,eduardobaiareis,,0,4,4,0,4,4,1,1,1,0,92,59,1379,0
bowsofbosses,bowsofbosses,,1,0,1,1,0,1,0,0,0,0,92,59,1378,0
Binoculocultura,Binoculocultura,,0,1,1,0,1,1,1,1,1,0,93,60,1381,0
anysenna_ana,anysenna_ana,,1,0,1,1,0,1,0,0,0,0,93,60,1380,0
Fazedores1,Fazedores1,,0,1,1,0,2,2,2,0.571429,0.625,0,94,61,1386,0
rodrigosette,rodrigosette,,2,3,5,3,4,7,1,1,1,0,94,61,1385,0
sanjusahahindu,sanjusahahindu,,0,2,2,0,2,2,2,0.75,0.833333,0,31,0,1387,0.5
CarlaMo03788353,CarlaMo03788353,,0,1,1,0,1,1,2,0.6,0.666667,0,31,0,1388,0
Jcyagami10,Jcyagami10,,0,1,1,0,1,1,1,1,1,0,95,62,1390,0
tiaprinotwiter,tiaprinotwiter,,2,0,2,2,0,2,0,0,0,0,95,62,1389,0
hippiecartman,hippiecartman,,0,1,1,0,1,1,2,0.545455,0.583333,0,10,0,1391,0
Vini_Dominguees,Vini_Dominguees,,0,2,2,0,2,2,1,1,1,0,125,0,1392,0.5
Jorgetap2021,Jorgetap2021,,0,4,4,0,4,4,2,0.666667,0.75,0,125,0,1393,0.166667
camposmendonca,camposmendonca,,0,3,3,0,3,3,4,0.456897,0.490566,0,27,0,1394,0.333333
PauloSi85163954,PauloSi85163954,,0,2,2,0,2,2,1,1,1,0,125,0,1395,0.5
MoniqueSinai,MoniqueSinai,,0,1,1,0,1,1,1,1,1,0,96,63,1397,0
imprensacff,imprensacff,,1,0,1,1,0,1,0,0,0,0,96,63,1396,0
IgorRoli,IgorRoli,,0,1,1,0,1,1,1,1,1,0,19,0,1398,0
aambrosio08,aambrosio08,,0,1,1,0,1,1,2,0.571429,0.625,0,5,0,1399,0
79Duarte,79Duarte,,0,2,2,0,2,2,1,1,1,0,125,0,1400,0.5
GilCesar01,GilCesar01,,0,1,1,0,2,2,2,0.545455,0.583333,0,10,0,1401,0
Patty_ms,Patty_ms,,0,1,1,0,1,1,1,1,1,0,97,64,1403,0
unicefbrasil,unicefbrasil,,5,0,5,5,0,5,0,0,0,0,97,64,1402,0
claudioherrera_,claudioherrera_,,0,2,2,0,2,2,1,1,1,0,125,0,1404,0.5
UNVBrasil,UNVBrasil,,0,1,1,0,1,1,1,1,1,0,62,0,1405,0
vitorr82,vitorr82,,0,1,1,0,1,1,1,1,1,0,213,0,1406,0
Lulamariandreia,Lulamariandreia,,0,2,2,0,4,4,2,0.583333,0.642857,0,10,0,1407,0
EsequiasPierre1,EsequiasPierre1,,0,1,1,0,1,1,1,1,1,0,95,62,1408,0
Mario85462000,Mario85462000,,0,1,1,0,1,1,1,1,1,0,98,65,1410,0
berthareynoso,berthareynoso,,1,0,1,1,0,1,0,0,0,0,98,65,1409,0
Perksls,Perksls,,1,0,1,1,0,1,0,0,0,0,92,59,1377,0
5_nelson,5_nelson,,0,1,1,0,1,1,1,1,1,0,99,66,1412,0
MarkMcGowanMP,MarkMcGowanMP,,1,0,1,1,0,1,0,0,0,0,99,66,1411,0
Johnny_Paulo88,Johnny_Paulo88,,0,2,2,0,2,2,1,1,1,0,125,0,1413,0.5
ForaGeno1,ForaGeno1,,0,1,1,0,1,1,2,0.545455,0.583333,0,10,0,1414,0
Artefeedoficial,Artefeedoficial,,2,0,2,2,0,2,0,0,0,0,0,0,244,0
Gerordonez,Gerordonez,,0,1,1,0,2,2,1,1,1,0,29,0,1415,0
falkibets,falkibets,,0,1,1,0,1,1,1,1,1,0,100,67,1417,0
RoyGzz_,RoyGzz_,,1,0,1,1,0,1,0,0,0,0,100,67,1416,0
semujmorenacmx,semujmorenacmx,,0,1,1,0,1,1,1,1,1,0,29,0,1418,0
luna_2610,luna_2610,,0,1,1,0,1,1,1,1,1,0,29,0,1419,0
nandavidall,nandavidall,,0,3,3,0,3,3,4,0.452991,0.487421,0,27,0,1420,0.5
prixx_piu,prixx_piu,,0,1,1,0,1,1,1,1,1,0,101,68,1422,0
ApstStAtanasio,ApstStAtanasio,,1,0,1,1,0,1,0,0,0,0,101,68,1421,0
dalmofs,dalmofs,,0,2,2,0,2,2,1,1,1,0,125,0,1423,0.5
MartinaP_Rendon,MartinaP_Rendon,,0,1,1,0,1,1,1,1,1,0,29,0,1424,0
francis17449596,francis17449596,,0,1,1,0,1,1,1,1,1,0,88,0,1425,0
ura_henrique,ura_henrique,,0,1,1,0,1,1,2,0.571429,0.625,0,5,0,1426,0
Marcio39_,Marcio39_,,1,0,1,1,0,1,0,0,0,0,0,0,243,0
Corsario0609,Corsario0609,,0,1,1,0,1,1,2,0.545455,0.583333,0,10,0,1427,0
VeraRoc55213094,VeraRoc55213094,,0,2,2,0,2,2,1,1,1,0,125,0,1428,0.5
Preguicinha10,Preguicinha10,,0,1,1,0,1,1,2,0.545455,0.583333,0,10,0,1429,0
Lei45Manzani,Lei45Manzani,,0,2,2,0,2,2,1,1,1,0,125,0,1430,0.5
edgarsouza45,edgarsouza45,,0,2,2,0,2,2,1,1,1,0,125,0,1431,0.5
Simone684843551,Simone684843551,,0,2,2,0,2,2,1,1,1,0,125,0,1432,0.5
aline_ben,aline_ben,,0,1,1,0,1,1,1,1,1,0,102,0,1433,0
ctardaguila,ctardaguila,,15,1,16,15,1,16,0,0,0,0,102,0,3,0.066667
mary28653912,mary28653912,,0,1,1,0,1,1,1,1,1,0,103,69,1435,0
Dario_Kopenawa,Dario_Kopenawa,,3,0,3,3,0,3,0,0,0,0,103,69,1434,0
cecicampos0577,cecicampos0577,,0,2,2,0,2,2,1,1,1,0,125,0,1436,0.5
Analima_alef,Analima_alef,,0,5,5,0,5,5,2,0.666667,0.75,0,213,0,1439,0
conexaoplaneta,conexaoplaneta,,1,0,1,1,0,1,0,0,0,0,213,0,1438,0
esquerdize,esquerdize,,0,1,1,0,1,1,2,0.545455,0.583333,0,10,0,1440,0
BoleirosReserva,BoleirosReserva,,0,1,1,0,1,1,1,1,1,0,104,70,1442,0
Boleirosnet,Boleirosnet,,2,0,2,2,0,2,0,0,0,0,104,70,1441,0
palmeiraszip,palmeiraszip,,0,1,1,0,1,1,1,1,1,0,104,70,1443,0
PauloRicadobs,PauloRicadobs,,0,1,1,0,1,1,1,1,1,0,105,71,1445,0
FofisLu,FofisLu,,3,0,3,3,0,3,0,0,0,0,105,71,1444,0
MSinarinha,MSinarinha,,0,1,1,0,3,3,2,0.545455,0.583333,0,10,0,1446,0
Santa13Moreira,Santa13Moreira,,0,2,2,0,2,2,1,1,1,0,125,0,1447,0.5
junioralencar05,junioralencar05,,0,2,2,0,2,2,1,1,1,0,125,0,1448,0.5
tamiekaran,tamiekaran,,0,1,1,0,2,2,1,1,1,0,76,0,1449,0
bbvb2011,bbvb2011,,0,3,3,0,3,3,5,0.308438,0.323637,0,45,0,1450,0.333333
DaltoJmb,DaltoJmb,,2,22,24,2,32,34,4,0.443357,0.481861,0.000016,45,0,315,0.023715
bemestar,bemestar,,2,0,2,2,0,2,0,0,0,0,45,0,207,0.5
tvglobo,tvglobo,,2,0,2,3,0,3,0,0,0,0,45,0,206,0.5
alberto_quadros,alberto_quadros,,0,2,2,0,2,2,1,1,1,0,125,0,1451,0.5
ifernandotorres,ifernandotorres,,0,2,2,0,2,2,1,1,1,0,125,0,1452,0.5
LimpiCelia,LimpiCelia,,0,2,2,0,2,2,1,1,1,0,125,0,1453,0.5
NormandoRios4,NormandoRios4,,0,3,3,0,4,4,3,0.448276,0.538462,0,4,0,1455,0.166667
drauziovarella,drauziovarella,,6,0,6,6,0,6,0,0,0,0,4,0,1454,0
SF_Moro,SF_Moro,,3,0,3,8,0,8,0,0,0,0,45,0,50,0.5
carmenrios,carmenrios,,0,2,2,0,2,2,1,1,1,0,125,0,1456,0.5
raphaellferraz,raphaellferraz,,0,2,2,0,2,2,1,1,1,0,125,0,1457,0.5
MariaVa14959703,MariaVa14959703,,0,1,1,0,9,9,2,0.545455,0.583333,0,10,0,1458,0
doriadeferro,doriadeferro,,0,2,2,0,2,2,1,1,1,0,125,0,1459,0.5
CarolLorusso,CarolLorusso,,0,2,2,0,2,2,1,1,1,0,125,0,1460,0.5
andre_barcinski,andre_barcinski,,1,0,1,2,0,2,0,0,0,0,27,0,93,0
JonasMe28123662,JonasMe28123662,,0,2,2,0,2,2,1,1,1,0,125,0,1461,0.5
abomfim65,abomfim65,,0,2,2,0,2,2,1,1,1,0,125,0,1462,0.5
crowleyonce,crowleyonce,,0,1,1,0,1,1,2,0.545455,0.583333,0,10,0,1463,0
carlosmadeiro,carlosmadeiro,,1,0,1,10,0,10,0,0,0,0,27,0,92,0
OnockoRosana,OnockoRosana,,1,0,1,10,0,10,0,0,0,0,27,0,89,0
ligiakerr,ligiakerr,,1,0,1,10,0,10,0,0,0,0,27,0,88,0
julilouzada,julilouzada,,0,1,1,0,1,1,1,1,1,0,5,0,1464,0
MariaJosPinhei5,MariaJosPinhei5,,0,1,1,0,1,1,2,0.666667,0.75,0,76,0,1465,0
francineidelop7,francineidelop7,,0,2,2,0,2,2,1,1,1,0,125,0,1466,0.5
thomaziniale,thomaziniale,,0,1,1,0,1,1,2,0.545455,0.583333,0,10,0,1467,0
naderjaafar8,naderjaafar8,,0,4,4,0,6,6,2,0.666667,0.75,0,10,0,1468,0.25
MaikeMC2001,MaikeMC2001,,0,2,2,0,2,2,1,1,1,0,125,0,1469,0.5
micalarei,micalarei,,0,1,1,0,1,1,2,0.571429,0.625,0,5,0,1470,0
LongoWaleria,LongoWaleria,,0,2,2,0,2,2,1,1,1,0,125,0,1471,0.5
Filipep15,Filipep15,,0,2,2,0,2,2,1,1,1,0,125,0,1472,0.5
Roberto72402949,Roberto72402949,,0,1,1,0,1,1,1,1,1,0,5,0,1473,0
DGBensina,DGBensina,,8,0,8,8,0,8,0,0,0,0,5,0,711,0
soobser47710052,soobser47710052,,0,2,2,0,8,8,2,0.583333,0.642857,0,10,0,1474,0
TomBDph,TomBDph,,0,1,1,0,1,1,2,0.545455,0.583333,0,10,0,1475,0
DataTweet7,DataTweet7,,0,1,1,0,3,3,1,1,1,0,5,0,1476,0
CeliaMota8,CeliaMota8,,0,1,1,0,1,1,1,1,1,0,10,0,1477,0
maolire,maolire,,0,2,2,0,2,2,2,0.583333,0.642857,0,88,0,1478,0
palas_athenada,palas_athenada,,0,1,1,0,1,1,1,1,1,0,19,0,1479,0
OKenays,OKenays,,0,1,1,0,1,1,2,0.545455,0.583333,0,10,0,1480,0
clagraca,clagraca,,0,1,1,0,4,4,2,0.545455,0.583333,0,10,0,1481,0
twnelsongn,twnelsongn,,0,1,1,0,1,1,2,0.545455,0.583333,0,10,0,1482,0
jomirofi,jomirofi,,0,2,2,0,2,2,1,1,1,0,125,0,1483,0.5
heliopaz,heliopaz,,0,3,3,0,4,4,4,0.464912,0.496855,0,27,0,1484,0.333333
ShSilSam80,ShSilSam80,,0,1,1,0,3,3,2,0.545455,0.583333,0,10,0,1485,0
PedroHLacer,PedroHLacer,,0,1,1,0,1,1,2,0.545455,0.583333,0,10,0,1486,0
mlnsntn,mlnsntn,,0,1,1,0,1,1,2,0.545455,0.583333,0,10,0,1487,0
saindodoTcansei,saindodoTcansei,,0,1,1,0,1,1,2,0.545455,0.583333,0,10,0,1488,0
henrique_jmo,henrique_jmo,,0,4,4,0,9,9,2,0.666667,0.75,0,10,0,1489,0.25
DougPereiraAdv,DougPereiraAdv,,0,1,1,0,1,1,1,1,1,0,5,0,1490,0
tbsossai,tbsossai,,0,1,1,0,1,1,1,1,1,0,213,0,1491,0
carloslima_sp,carloslima_sp,,0,2,2,0,2,2,1,1,1,0,125,0,1492,0.5
WalterElizondo,WalterElizondo,,0,1,1,0,1,1,1,1,1,0,29,0,1493,0
CabralEanes,CabralEanes,,0,1,1,0,1,1,2,0.571429,0.625,0,5,0,1494,0
tv_varella,tv_varella,,0,2,2,0,2,2,1,1,1,0,125,0,1495,0.5
CoradoCamara,CoradoCamara,,0,2,2,0,2,2,1,1,1,0,125,0,1496,0.5
AnsaldiSamantha,AnsaldiSamantha,,0,2,2,0,2,2,1,1,1,0,125,0,1497,0.5
FerreiraVamor,FerreiraVamor,,0,2,2,0,2,2,1,1,1,0,125,0,1498,0.5
Fe_RMoreira,Fe_RMoreira,,0,1,1,0,1,1,1,1,1,0,19,0,1499,0
PelleJons1,PelleJons1,,0,5,5,0,5,5,4,0.46281,0.505952,0,27,0,1500,0.15
xmoritinhax,xmoritinhax,,0,3,3,0,3,3,4,0.452991,0.487421,0,27,0,1501,0.5
GUMERCINDOFJ,GUMERCINDOFJ,,0,2,2,0,2,2,1,1,1,0,125,0,1502,0.5
idemjerry,idemjerry,,0,1,1,0,1,1,1,1,1,0,19,0,1503,0
renata_capucci,renata_capucci,,0,1,1,0,1,1,1,1,1,0,19,0,1504,0
claudiaplanis,claudiaplanis,,0,1,1,0,1,1,1,1,1,0,213,0,1505,0
john_allas,john_allas,,0,1,1,0,1,1,1,1,1,0,10,0,1506,0
marcosnetoadv,marcosnetoadv,,0,2,2,0,2,2,1,1,1,0,125,0,1507,0.5
DrGustavoOlive2,DrGustavoOlive2,,0,1,1,0,1,1,1,1,1,0,10,0,1508,0
Lucier96025171,Lucier96025171,,0,1,1,0,2,2,2,0.571429,0.625,0,5,0,1509,0
sunshineijun,sunshineijun,,0,1,1,0,1,1,1,1,1,0,10,0,1510,0
BrazilOfCards,BrazilOfCards,,0,1,1,0,3,3,2,0.6,0.666667,0,62,0,1511,0
daniel77gomes,daniel77gomes,,0,1,1,0,1,1,1,1,1,0,10,0,1512,0
prog_brasil,prog_brasil,,1,0,1,1,0,1,0,0,0,0,10,0,374,0
Iram90213200,Iram90213200,,0,1,1,0,1,1,1,1,1,0,10,0,1513,0
presshubbr,presshubbr,,0,2,2,0,2,2,1,1,1,0,162,0,1515,0
WanderJSZ,WanderJSZ,,0,1,1,0,1,1,2,0.545455,0.583333,0,10,0,1516,0
nandobeibinho,nandobeibinho,,0,1,1,0,1,1,1,1,1,0,10,0,1517,0
P2Dutra,P2Dutra,,0,2,2,0,2,2,1,1,1,0,125,0,1518,0.5
mnzmda,mnzmda,,0,1,1,0,1,1,1,1,1,0,10,0,1519,0
terezasilva61,terezasilva61,,0,1,1,0,1,1,1,1,1,0,80,0,1520,0
areavip,areavip,,2,0,2,2,0,2,0,0,0,0,80,0,1224,0
bereQuints,bereQuints,,0,1,1,0,1,1,1,1,1,0,10,0,1521,0
gasseruto,gasseruto,,0,1,1,0,1,1,1,1,1,0,10,0,1522,0
maybimxk,maybimxk,,2,0,2,2,0,2,0,0,0,0,0,0,242,0
gutto_Belo,gutto_Belo,,0,1,1,0,1,1,1,1,1,0,10,0,1523,0
leo_silva_0,leo_silva_0,,0,1,1,0,1,1,1,1,1,0,10,0,1524,0
Kbid83,Kbid83,,0,3,3,0,11,11,2,0.636364,0.714286,0,10,0,1525,0.166667
Rosagath,Rosagath,,0,1,1,0,2,2,2,0.545455,0.583333,0,10,0,1526,0
dnpsp11,dnpsp11,,0,1,1,0,1,1,1,1,1,0,10,0,1527,0
AlessandreReis3,AlessandreReis3,,0,1,1,0,1,1,2,0.571429,0.625,0,5,0,1528,0
tommyberesford,tommyberesford,,0,2,2,0,2,2,1,1,1,0,19,0,1529,0
T_Cordeiro99,T_Cordeiro99,,0,1,1,0,1,1,2,0.571429,0.625,0,5,0,1530,0
xandinhamc,xandinhamc,,0,2,2,0,4,4,3,0.515152,0.54902,0,10,0,1531,0
Cor83634376Jp,Cor83634376Jp,,0,1,1,0,1,1,2,0.538462,0.571429,0,31,0,1538,0
dEArchi_tect,dEArchi_tect,,2,6,8,2,6,8,1,1,1,0.000001,31,0,1537,0
EdsonPinheiro10,EdsonPinheiro10,,0,2,2,0,2,2,1,1,1,0,125,0,1539,0.5
Jaqueli03166262,Jaqueli03166262,,0,2,2,0,2,2,3,0.466667,0.571429,0,27,0,1541,0
alcarsil,alcarsil,,2,1,3,2,1,3,0,0,0,0,27,0,1540,0.5
badgirldell,badgirldell,,0,1,1,0,1,1,2,0.545455,0.583333,0,10,0,1542,0
versao_black,versao_black,,0,1,1,0,1,1,1,1,1,0,41,0,1543,0
muitoflow,muitoflow,,0,1,1,0,1,1,1,1,1,0,10,0,1544,0
RickyYatsunaga,RickyYatsunaga,,1,0,1,1,0,1,0,0,0,0,0,0,241,0
MundoEmanuel4,MundoEmanuel4,,0,1,1,0,1,1,1,1,1,0,69,43,1545,0
MarcosMilagre,MarcosMilagre,,0,1,1,0,1,1,1,1,1,0,19,0,1546,0
Paulobatatando,Paulobatatando,,0,1,1,0,1,1,1,1,1,0,106,72,1548,0
magdasueli2,magdasueli2,,1,0,1,1,0,1,0,0,0,0,106,72,1547,0
letrasmari,letrasmari,,0,1,1,0,4,4,2,0.545455,0.583333,0,10,0,1549,0
widmer_michel,widmer_michel,,0,1,1,0,1,1,1,1,1,0,107,73,1551,0
VictorCostaLuta,VictorCostaLuta,,1,0,1,1,0,1,0,0,0,0,107,73,1550,0
drdantediaz,drdantediaz,,0,1,1,0,1,1,3,0.5,0.530303,0,19,0,1552,0
OhDearMarkF,OhDearMarkF,,0,2,2,0,2,2,1,1,1,0,125,0,1553,0.5
EduardoSuccini,EduardoSuccini,,1,0,1,1,0,1,0,0,0,0,10,0,370,0
CamisaNoControl,CamisaNoControl,,0,1,1,0,2,2,1,1,1,0,88,0,1554,0
qquell,qquell,,2,0,2,2,0,2,0,0,0,0,10,0,240,0
PalomaPiragibe,PalomaPiragibe,,0,1,1,0,1,1,1,1,1,0,19,0,1555,0
JACKPRAIA,JACKPRAIA,,0,1,1,0,1,1,1,1,1,0,213,0,1556,0
victorhguima,victorhguima,,0,2,2,0,2,2,1,1,1,0,125,0,1557,0.5
Gabriel67880419,Gabriel67880419,,0,1,1,0,6,6,1,1,1,0,88,0,1558,0
Augusto74634111,Augusto74634111,,0,3,3,0,3,3,2,0.615385,0.6875,0,76,0,1559,0.333333
afandrioli1964,afandrioli1964,,0,2,2,0,2,2,1,1,1,0,125,0,1560,0.5
gidiane_nunes,gidiane_nunes,,0,1,1,0,1,1,1,1,1,0,0,0,1561,0
fiverivers86,fiverivers86,,0,2,2,0,2,2,1,1,1,0,125,0,1562,0.5
pabloangel_19,pabloangel_19,,0,1,1,0,1,1,1,1,1,0,29,0,1563,0
Zaca59744573,Zaca59744573,,0,2,2,0,2,2,1,1,1,0,125,0,1564,0.5
aiaiai63,aiaiai63,,0,1,1,0,1,1,1,1,1,0,213,0,1565,0
Alexmacsouza,Alexmacsouza,,0,2,2,0,2,2,1,1,1,0,125,0,1566,0.5
Leila_Argollo,Leila_Argollo,,0,1,1,0,1,1,1,1,1,0,213,0,1567,0
LFragaSantAnna,LFragaSantAnna,,0,4,4,0,4,4,2,0.642857,0.722222,0,76,0,1569,0.166667
alpha_2010,alpha_2010,,0,1,1,0,2,2,1,1,1,0,29,0,1570,0
bund4comenta,bund4comenta,,0,1,1,0,1,1,2,0.6,0.666667,0,62,0,1571,0
victorhlmd1,victorhlmd1,,0,1,1,0,1,1,1,1,1,0,29,0,1572,0
ligur_,ligur_,,0,1,1,0,1,1,2,0.545455,0.583333,0,10,0,1573,0
lchaves1988,lchaves1988,,0,1,1,0,1,1,3,0.413793,0.458333,0,4,0,1574,0
SorDaniel,SorDaniel,,0,1,1,0,2,2,1,1,1,0,19,0,1575,0
Lula_Tavares,Lula_Tavares,,0,1,1,0,3,3,2,0.545455,0.583333,0,10,0,1576,0
ADRIANADEOLIV49,ADRIANADEOLIV49,,0,1,1,0,1,1,2,0.545455,0.583333,0,10,0,1577,0
eumateus75,eumateus75,,0,2,2,0,2,2,2,0.583333,0.642857,0,213,0,1578,0
rodrigo_m_arati,rodrigo_m_arati,,0,9,9,0,24,24,3,0.514563,0.566038,0,10,0,1579,0.319444
YamautiCarmen,YamautiCarmen,,0,2,2,0,2,2,1,1,1,0,125,0,1580,0.5
ramonsl,ramonsl,,0,1,1,0,3,3,1,1,1,0,19,0,1581,0
AnaLima191287,AnaLima191287,,0,2,2,0,2,2,1,1,1,0,125,0,1582,0.5
tiaJuPires,tiaJuPires,,0,1,1,0,1,1,1,1,1,0,19,0,1583,0
Cleo135,Cleo135,,0,1,1,0,1,1,1,1,1,0,19,0,1584,0
Nilzasousa8,Nilzasousa8,,0,1,1,0,1,1,1,1,1,0,19,0,1585,0
AntonioFaroJr76,AntonioFaroJr76,,0,2,2,0,3,3,1,1,1,0,108,74,1588,0
paularibeiroc,paularibeiroc,,2,0,2,4,0,4,0,0,0,0,108,74,1587,0
Decolar,Decolar,,2,0,2,2,0,2,0,0,0,0,108,74,1586,0
COVIDLive,COVIDLive,,1,0,1,1,0,1,0,0,0,0,0,0,239,0
chegueinaarea,chegueinaarea,,0,1,1,0,1,1,1,1,1,0,19,0,1589,0
cha_kramer,cha_kramer,,0,1,1,0,1,1,1,1,1,0,19,0,1590,0
AndreMarianoRi1,AndreMarianoRi1,,0,1,1,0,1,1,1,1,1,0,213,0,1591,0
carlarangel1,carlarangel1,,0,1,1,0,2,2,1,1,1,0,19,0,1592,0
FaroJr4,FaroJr4,,0,2,2,0,3,3,1,1,1,0,108,74,1593,0
rensi_antonio,rensi_antonio,,0,1,1,0,2,2,2,0.545455,0.583333,0,10,0,1594,0
MariaCr35384827,MariaCr35384827,,0,2,2,0,2,2,1,1,1,0,125,0,1595,0.5
professoraKathi,professoraKathi,,0,2,2,0,2,2,1,1,1,0,125,0,1596,0.5
PauloAlves2037,PauloAlves2037,,0,1,1,0,1,1,1,1,1,0,10,0,1597,0
profcardoso,profcardoso,,0,2,2,0,2,2,1,1,1,0,125,0,1598,0.5
